SEXE;NAFG038UN;PCS1;POPEMPL;POURCENT
HOMMES;GZ;4;417,2;12
HOMMES;GI;4;656,9;11,1
HOMMES;FZ;4;245,5;13,8
HOMMES;EZ;4;46,4;21,7
HOMMES;EV;4;2228,2;10,5
HOMMES;ET;4;622,7;17,9
HOMMES;DZ;4;65,1;33,4
HOMMES;CM;4;74,7;20,8
HOMMES;CL;4;73,8;20,6
HOMMES;CK;4;38,7;21,6
HOMMES;CJ;4;16,7;15,1
HOMMES;CI;4;24,8;16,1
HOMMES;CH;4;76,7;19
HOMMES;CG;4;46,3;17,5
HOMMES;CF;4;15,9;18,4
HOMMES;CE;4;35,7;22,2
HOMMES;CD;4;2,7;27
HOMMES;CC;4;25,1;13,6
HOMMES;CB;4;5,5;3,9
HOMMES;CA;4;71,6;11,3
HOMMES;BZ;4;3;10,8
HOMMES;AZ;4;25;3,7
HOMMES;zz;3;3442,5;12,4
HOMMES;XX;3;56,5;8,9
HOMMES;UZ;3;3,8;22,5
HOMMES;TZ;3;o;o
HOMMES;SZ;3;71,9;9,2
HOMMES;RZ;3;82,5;15,2
HOMMES;RU;3;158,3;9,8
HOMMES;QB;3;31,8;1,6
HOMMES;QA;3;156,6;8,2
HOMMES;PZ;3;324,8;15
HOMMES;OZ;3;227,5;9,9
HOMMES;OQ;3;740,8;8,9
HOMMES;NZ;3;68,6;6,1
HOMMES;MN;3;635,5;21,9
HOMMES;MC;3;50;17,2
HOMMES;MB;3;79,2;39,5
HOMMES;MA;3;437,7;34
HOMMES;LZ;3;28;8
HOMMES;KZ;3;240,2;23,8
HOMMES;JZ;3;490,7;49,6
HOMMES;JC;3;328,6;57,4
HOMMES;JB;3;44,5;32,8
HOMMES;JA;3;117,6;41,7
HOMMES;IZ;3;37,1;3,5
HOMMES;HZ;3;112,6;7,9
HOMMES;GZ;3;314,6;9,1
HOMMES;GI;3;464,3;7,8
HOMMES;FZ;3;125;7
HOMMES;EZ;3;16,7;7,8
HOMMES;EV;3;2757,7;13
HOMMES;ET;3;491,2;14,1
HOMMES;DZ;3;43,7;22,4
HOMMES;CM;3;50,2;14
HOMMES;CL;3;91,1;25,4
HOMMES;CK;3;35,1;19,6
HOMMES;CJ;3;24,5;22,1
HOMMES;CI;3;45,7;29,7
HOMMES;CH;3;46;11,4
HOMMES;CG;3;33,1;12,5
HOMMES;CF;3;12,6;14,5
HOMMES;CE;3;24,2;15,1
HOMMES;CD;3;0,6;6,4
HOMMES;CC;3;16,4;8,9
HOMMES;CB;3;8;5,6
HOMMES;CA;3;41,7;6,6
HOMMES;BZ;3;1,6;5,8
HOMMES;AZ;3;12;1,8
HOMMES;zz;2;1241,5;4,5
HOMMES;XX;2;25;4
HOMMES;UZ;2;o;o
HOMMES;TZ;2;o;o
HOMMES;SZ;2;36,8;4,7
HOMMES;RZ;2;11,5;2,1
HOMMES;RU;2;48,3;3
HOMMES;QB;2;1,8;0,1
HOMMES;QA;2;6,4;0,3
HOMMES;PZ;2;2,4;0,1
HOMMES;OZ;2;o;o
HOMMES;OQ;2;10,6;0,1
HOMMES;NZ;2;60,4;5,4
HOMMES;MN;2;107,3;3,7
HOMMES;MC;2;13,6;4,7
HOMMES;MB;2;0,8;0,4
HOMMES;MA;2;32,5;2,5
HOMMES;LZ;2;42,4;12,1
HOMMES;KZ;2;40,4;4
HOMMES;JZ;2;26,1;2,6
HOMMES;JC;2;17,7;3,1
HOMMES;JB;2;4,7;3,5
HOMMES;JA;2;3,7;1,3
HOMMES;IZ;2;110,7;10,5
HOMMES;HZ;2;68,2;4,8
HOMMES;GZ;2;275,5;7,9
HOMMES;GI;2;454,3;7,6
HOMMES;FZ;2;358,6;20,2
HOMMES;EZ;2;4;1,9
HOMMES;EV;2;729,5;3,4
HOMMES;ET;2;113,8;3,3
HOMMES;DZ;2;0,3;0,2
HOMMES;CM;2;36,3;10,1
HOMMES;CL;2;2,6;0,7
HOMMES;CK;2;2;1,1
HOMMES;CJ;2;0,4;0,4
HOMMES;CI;2;2;1,3
HOMMES;CH;2;11,1;2,8
HOMMES;CG;2;7,8;2,9
HOMMES;CF;2;o;o
HOMMES;CE;2;0,7;0,4
HOMMES;CD;2;o;o
HOMMES;CC;2;11,9;6,4
HOMMES;CB;2;2,6;1,9
HOMMES;CA;2;32;5,1
HOMMES;BZ;2;o;o
HOMMES;AZ;2;14,6;2,2
HOMMES;zz;1;308,4;1,1
HOMMES;XX;1;10,4;1,6
HOMMES;UZ;1;o;o
HOMMES;TZ;1;o;o
HOMMES;SZ;1;o;o
HOMMES;RZ;1;1;0,2
HOMMES;RU;1;1;0,1
HOMMES;QB;1;o;o
HOMMES;QA;1;0,8;0
HOMMES;PZ;1;0,4;0
HOMMES;OZ;1;o;o
HOMMES;OQ;1;1,3;0
HOMMES;NZ;1;3,6;0,3
HOMMES;MN;1;3,9;0,1
HOMMES;MC;1;o;o
HOMMES;MB;1;o;o
HOMMES;MA;1;0,3;0
HOMMES;LZ;1;0,1;0
HOMMES;KZ;1;0,2;0
HOMMES;JZ;1;0,7;0,1
HOMMES;JC;1;0,7;0,1
HOMMES;JB;1;o;o
HOMMES;JA;1;o;o
HOMMES;IZ;1;1,1;0,1
HOMMES;HZ;1;0;0
HOMMES;GZ;1;5,9;0,2
HOMMES;GI;1;7;0,1
HOMMES;FZ;1;1;0,1
HOMMES;EZ;1;o;o
HOMMES;EV;1;14,2;0,1
HOMMES;ET;1;2,8;0,1
HOMMES;DZ;1;2,3;1,2
HOMMES;CM;1;o;o
HOMMES;CL;1;o;o
HOMMES;CK;1;o;o
HOMMES;CJ;1;o;o
HOMMES;CI;1;o;o
HOMMES;CH;1;o;o
HOMMES;CG;1;o;o
HOMMES;CF;1;o;o
HOMMES;CE;1;o;o
HOMMES;CD;1;o;o
HOMMES;CC;1;o;o
HOMMES;CB;1;o;o
HOMMES;CA;1;0,5;0,1
HOMMES;BZ;1;o;o
HOMMES;AZ;1;280,1;41,4
